Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Square Footage,Square Footage Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Phone,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
NJ Corporate Event Destination,https://www.fountainspringlake.com/,Ringwood,NJ,Unknown,tennis; basketball; volleyball,Indoor and outdoor,,,20000,"r taste buds No Charge for Children 3 Years of age and under Gratuities included in Price 20,000 Square feet of Covered Space – Ample Parking Great for corporate picnics and company outings Located",,,,(973) 831-9000,mitchell@fountainspringlake.com,info@fountainspringlake.com,,,,,,,fountainspringlake.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.fountainspringlake.com/ | https://www.fountainspringlake.com/about/ | https://www.fountainspringlake.com/facilities/ | https://www.fountainspringlake.com/contact/,Playwright,https://fountainspringlake.com,https://www.fountainspringlake.com/,
NJ Family,https://www.njfamily.com/,Clifton,NJ,Unknown,pickleball; tennis; basketball,Indoor and outdoor,,,,,Erica,Barton,Manager,(201) 825-7786,ebarton@njfamily.com,,,,,,,,njfamily.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.njfamily.com/ | https://www.njfamily.com/meet-the-school/ | https://www.njfamily.com/meet-the-camp/ | https://www.njfamily.com/these-books-will-get-your-preschooler-excited-about-reading/ | https://www.njfamily.com/contact-us/ | https://www.njfamily.com/about-us/,Playwright,https://njfamily.com,https://www.njfamily.com/,
NJBIZ,https://njbiz.com/,Somerset,NJ,School,pickleball; tennis; padel,Indoor and outdoor,7,"-square-foot former warehouse on Broadway in Cresskill, Padel United Sports Club features seven indoor courts, a café and ... Aug 6, 2025 ... The venue was slated to include a 75,000-square-foot spor",36000,"sports Schafers' athletic center is ready to roll - NJBIZ Oct 23, 2024 ... Operating in a 36,000-square-foot former warehouse on Broadway in Cresskill, Padel United Sports Club features seven indoor",,,,(732) 246-5717,,,,,,,,,njbiz.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://njbiz.com/ | https://njbiz.com/citiustech-names-acting-ceo-president-in-leadership-shakeup/ | https://njbiz.com/rosanne-fernandez-gtm-global-tax-management/ | https://njbiz.com/event/leading-women-in-business/ | https://njbiz.com/event/best-places-work/ | https://njbiz.com/cambrex-milan-italy-rd-facility/ | https://njbiz.com/rutgers-caregility-virtual-nursing-program/,Playwright,https://njbiz.com,https://njbiz.com/,
North Jersey Country Club 2026,https://www.northjerseycc.com/,Wayne,NJ,Country Club,tennis,Indoor and outdoor,,,,,,,,(973) 942-2590,calvarado@northjerseycc.com,,,,,,,,northjerseycc.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.northjerseycc.com/ | https://www.northjerseycc.com/about-us | https://www.northjerseycc.com/about-us/history | https://www.northjerseycc.com/about-us/guest-information | https://www.northjerseycc.com/about-us/map-and-directions | https://www.northjerseycc.com/about-us/employment-opportunities | https://www.northjerseycc.com/membership,Playwright,https://northjerseycc.com,https://www.northjerseycc.com/,
North Jersey Tennis,https://www.northjerseytennis.com/,Morristown,NJ,Racquet / Tennis Club,pickleball; tennis,Indoor and outdoor,,,,,,,,,northjerseytennis@gmail.com,,,,,,,,northjerseytennis.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.northjerseytennis.com/ | https://www.northjerseytennis.com/outdoorcourts | https://www.northjerseytennis.com/contact,Playwright,https://northjerseytennis.com,https://www.northjerseytennis.com/,
North Jersey Volleyball Club,https://northjerseyvolleyballclub.com/,,NJ,Private Club,volleyball,Indoor and outdoor,,,,,,,,,director@northjerseyvolleyballclub.com,,,,,,,,northjerseyvolleyballclub.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://northjerseyvolleyballclub.com/,Playwright,https://northjerseyvolleyballclub.com,https://northjerseyvolleyballclub.com/,
NY CRUSH RAMAPO VALLEY,https://nycramapovalleysc.com/,,NJ,College / University,futsal,Indoor and outdoor,,,,,,,,(201) 452-8262,,,,,,,,,nycramapovalleysc.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://nycramapovalleysc.com/ | https://nycramapovalleysc.com/club/staff/ | https://nycramapovalleysc.com/programs/ | https://nycramapovalleysc.com/programs/lil-tornados/ | https://nycramapovalleysc.com/programs/summer-and-winter-select/ | https://nycramapovalleysc.com/programs/soccer-summer-camp/ | https://nycramapovalleysc.com/programs/goalkeeper-training/,Playwright,https://nycramapovalleysc.com,https://nycramapovalleysc.com/,
Oakland Spine and Physical Therapy,https://oaklandspinenj.com/,Oakland,NJ,Unknown,pickleball,Indoor and outdoor,3,"6 Railroad Avenue, Branchville NJ 07826. Fredon Rec Center. This recreation center offers three indoor pickleball courts which are open to the ... Sep 1, 2023 ... This recreation center offers three indoor pick",,,,,,(201) 651-9100,,,,,,,,,oaklandspinenj.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://oaklandspinenj.com/ | https://oaklandspinenj.com/the-butler-spine-program/ | https://oaklandspinenj.com/staff-specialty/ | https://oaklandspinenj.com/contact-us/,Playwright,https://oaklandspinenj.com,https://oaklandspinenj.com/,
Orange Lawn Tennis Club,https://www.orangelawn.com/,South Orange,NJ,Racquet / Tennis Club,tennis,Indoor and outdoor,,,,,Stefanie,Peters,General Manager,(973) 762-0928,stefanie@orangelawn.com,,,,,,,,orangelawn.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.orangelawn.com/ | https://www.orangelawn.com/youth-programs | https://www.orangelawn.com/learn-more,Playwright,https://orangelawn.com,https://www.orangelawn.com/,
Padel Browser,https://www.padelbrowser.com/,Hillsborough,NJ,Private Club,pickleball; tennis; padel,Indoor and outdoor,9,"inment venues. Courts & Facilities The Pad features 7 professional padel courts alongside 9 pickleball courts, all housed in a climate-controlled indoor environment. With 30-foot ceilings providing e",,,,,,(646) 381-2232,,info@40fortypadel.com,,,,,,,40fortypadel.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.padelbrowser.com/ | https://www.padelbrowser.com/clubs/find-courts | https://www.padelbrowser.com/clubs/directory | https://www.padelbrowser.com/padel-courts/padel-haus-dumbo | https://www.padelbrowser.com/padel-courts/the-pad-tucson | https://www.padelbrowser.com/padel-courts/racket-social-club-englewood | https://www.padelbrowser.com/padel-courts/state/florida,Playwright,https://padelbrowser.com,https://www.padelbrowser.com/,
Padel Courts Finder,https://www.padelcourtsfinder.com/,,NJ,Pickleball Club,pickleball; tennis; padel,Indoor and outdoor,26,"s Angeles As an Amazon Associate, Padel Courts Finder earns from qualifying purchases. © 2026 Padel Courts Finder. All rights reserved. Privacy Policy Terms of Service Sitemap Padel Courts Finder",,,,,,,manager@wynwoodpadelclub.com,hello@padelcourtsfinder.com,,,,,,,wynwoodpadelclub.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: mention. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.padelcourtsfinder.com/ | https://www.padelcourtsfinder.com/about | https://www.padelcourtsfinder.com/list-your-court | https://www.padelcourtsfinder.com/florida | https://www.padelcourtsfinder.com/texas | https://www.padelcourtsfinder.com/california,Playwright,https://padelcourtsfinder.com,https://www.padelcourtsfinder.com/,
PadelCourtsNearMe,https://www.padelcourtsnearme.us/,Oakland,NJ,Country Club,pickleball; tennis; squash; padel,Indoor and outdoor,66,"om Texas to New York, discover where padel is growing fastest. Florida 66 courts Discover 66 padel courts across Florida, including hotspots like Miami, Orlando, Sunrise. Top cities: Miami, Orlan",,,,,,(732) 498-5107,padelcourtsnearme.us@gmail.com,hello@padelcourtsnearme.us,,,,,,,padelcourtsnearme.us,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.padelcourtsnearme.us/ | https://www.padelcourtsnearme.us/courts/10by20-ft-lauderdale-fort-lauderdale-florida | https://www.padelcourtsnearme.us/courts/6-love-sports-miami-beach-florida | https://www.padelcourtsnearme.us/courts/access-padel-hillsborough-new-jersey | https://www.padelcourtsnearme.us/courts/alma-padel-glenview-illinois | https://www.padelcourtsnearme.us/courts/and-padel-oakland-new-jersey,Playwright,https://padelcourtsnearme.us,https://www.padelcourtsnearme.us/,
Pickup Games On-Demand,https://www.goodrec.com/,,NJ,Unknown,pickleball; basketball; volleyball,Indoor and outdoor,,,15000,"'t just focused on sports; it's designed for comfort and enjoyment as well. The extensive 15,000 square-foot clubhouse is equipped with washrooms, meeting rooms, multi-purpose rooms, lockers, and a",,,,,,,,,,,,,goodrec.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.goodrec.com/ | https://www.goodrec.com/facilities/mississauga-stadium,Playwright,https://goodrec.com,https://www.goodrec.com/,
Pioneer Academy Pre K,https://www.pioneeracademy.org/,Wayne,NJ,College / University,basketball; volleyball,Indoor and outdoor,,,,,,,,(973) 405-5169,,,,,,,,,pioneeracademy.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.pioneeracademy.org/ | https://www.pioneeracademy.org/about/head-of-school-welcome | https://www.pioneeracademy.org/about/who-we-are | https://www.pioneeracademy.org/about/belonging-respect | https://www.pioneeracademy.org/about/leadership | https://www.pioneeracademy.org/about/2027-strategic-plan | https://www.pioneeracademy.org/about/newsletters-publications,Playwright,https://pioneeracademy.org,https://www.pioneeracademy.org/,
PIX11,https://pix11.com/,,NJ,School,pickleball,Indoor and outdoor,,,,,,,,,,,,,,,,,pix11.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank.,https://pix11.com/,Playwright,https://pix11.com,https://pix11.com/,
Play Padel US,https://playpadelus.com/,Cresskill,NJ,Private Club,pickleball; tennis; squash; padel,Indoor and outdoor,3,"rights reserved. Padel Courts in Oakland, NJ - Find 3 Courts (2026) Aug 6, 2026 ... Find 3 padel courts in Oakland, New Jersey. Browse court locations, facility types, and contact info for pade",50000,", FL 33132 Book Courts 6 Setting Indoor Access Members Review status Reviewed May 6, 2026 50,000 sq ft waterfront location. Full-service food/beverage, pro shop, outdoor gym. Amenities View de",,,,,,hello@playpadelus.com,,,,,,,playpadelus.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://playpadelus.com/ | https://playpadelus.com/padel-courts | https://playpadelus.com/about | https://playpadelus.com/padel-courts/miami | https://playpadelus.com/padel-courts/austin | https://playpadelus.com/padel-courts/houston | https://playpadelus.com/padel-courts/san-diego,Playwright,https://playpadelus.com,https://playpadelus.com/,
Preakness Hills Country Club,https://www.preaknesshills.org/,Wayne,NJ,Country Club,pickleball; tennis,Indoor and outdoor,,,,,Corey,Heyer,General Manager,(973) 694-2200,cheyer@preaknesshills.org,,,,,,,,preaknesshills.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.preaknesshills.org/ | https://www.preaknesshills.org/membership | https://www.preaknesshills.org/golf/practice-facility | https://www.preaknesshills.org/golf/pros | https://www.preaknesshills.org/contact | https://www.preaknesshills.org/about/directions | https://www.preaknesshills.org/about/history,Playwright,https://preaknesshills.org,https://www.preaknesshills.org/,
Princeton Racquet Club,https://www.princetonracquetclub.com/,,NJ,Racquet / Tennis Club,pickleball; tennis; badminton,Indoor and outdoor,10,of the numerous programs conducted each week at the club. The outdoor complex consists of 10 courts (6 har tru/clay and 4 hard deco turf). There is also a beautiful seating area in the PRC,,,,,,(732) 329-6200,,,,,,,,,princetonracquetclub.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: phone. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.princetonracquetclub.com/ | http://www.princetonracquetclub.com/about-us/ | http://www.princetonracquetclub.com/tennis-network/junior-programs/ | http://www.princetonracquetclub.com/tennis-network/adult-programs/ | https://www.princetonracquetclub.com/about-us/ | https://www.princetonracquetclub.com/about-us/facilities-and-features/ | https://www.princetonracquetclub.com/about-us/facilities-and-features/outdoor-complex/,Playwright,https://princetonracquetclub.com,https://www.princetonracquetclub.com/,
Proventus Kids,https://www.proventuskids.com/,,NJ,Unknown,tennis; basketball; futsal,Indoor and outdoor,,,,,,,,(973) 906-0037,,info@proventuskids.com,,,,,,,proventuskids.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.proventuskids.com/ | https://www.proventuskids.com/about | https://www.proventuskids.com/uniquely-us | https://www.proventuskids.com/contact,Playwright,https://proventuskids.com,https://www.proventuskids.com/,
Ramapo College of New Jersey Athletics,https://ramapoathletics.com/,Mahwah,NJ,College / University,tennis; basketball; volleyball,Indoor and outdoor,12,"po College Tennis Courts are located across the street from the Bradley Center. Featuring twelve courts with stadium lights, the Roadrunners have a quality facility to call home for both practi",110000,"l Bradley Sports and Recreation Center Opened in September 2004, the Bradley Center is an 110,000 square foot, student-oriented, multi-purpose facility. The Center is built to serve the recreational",,,,(201) 684-6245,,,,,,,,,ramapoathletics.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://ramapoathletics.com/ | https://ramapoathletics.com/sports/2024/8/23/discontinued-sports.aspx | https://ramapoathletics.com/sports/2025/2/10/thank-you-for-supporting-ramapo-athletics.aspx | https://ramapoathletics.com/sports/2008/1/21/GEN_0121085721.aspx | https://ramapoathletics.com/sports/2008/1/21/bradleycenterhours.aspx | https://ramapoathletics.com/documents/2020/10/21/Ramapo_College_Athletics_Social_Media_Policies.pdf | https://ramapoathletics.com/login.aspx?error=no_session&returnUrl=%2fsports%2f2009%2f8%2f13%2fGEN_0813090705.aspx,Playwright,https://ramapoathletics.com,https://ramapoathletics.com/,
Recreation,https://recreation.rutgers.edu/,Piscataway,NJ,College / University,pickleball; tennis; basketball; volleyball; badminton; racquetball,Indoor and outdoor,2,"ym, Standard Hourly Rate ; Pool, $219 ; Main Gym one court, $77 ; Main Gym two courts ... 2 Racquetball Courts – Nets can be added for Volleyball or Badminton; 3 ... Piscataway, NJ 08854 848-445-0460.",,,,,,(848) 445-0460,,,,,,,,,recreation.rutgers.edu,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://recreation.rutgers.edu/ | https://recreation.rutgers.edu/operating-status | https://recreation.rutgers.edu/about-us/membership | https://recreation.rutgers.edu/about-us/contact-us | https://recreation.rutgers.edu/about-us | https://recreation.rutgers.edu/about-us/recreation-policies-procedures | https://recreation.rutgers.edu/about-us/student-employment,Playwright,https://recreation.rutgers.edu,https://recreation.rutgers.edu/,
Ridgewood YMCA,https://www.ridgewoodymca.org/,Ridgewood,NJ,YMCA / JCC,pickleball; basketball,Indoor and outdoor,3,"milies and has been committed to strengthening our Northern New Jersey ... gymnasium with 3 pickleball courts; group exercise studio; cycle studio ... Ridgewood, NJ 07450 (201) 444-5600 · Instagram F",,,,,,(201) 444-5600,,,,,,,,,ridgewoodymca.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.ridgewoodymca.org/ | https://www.ridgewoodymca.org/about-us | https://www.ridgewoodymca.org/about-us/mission-and-vision | https://www.ridgewoodymca.org/about-us/community-partners | https://www.ridgewoodymca.org/about-us/board-members | https://www.ridgewoodymca.org/programming/social-responsibility/volunteer | https://www.ridgewoodymca.org/about-us/employment,Playwright,https://ridgewoodymca.org,https://www.ridgewoodymca.org/,
ROI-NJ,https://www.roi-nj.com/,,NJ,School,pickleball; tennis; basketball,Indoor and outdoor,,,,,Helen,Archontou,CEO,(908) 565-3559,,info@roi-nj.com,helen@roi-nj.com,helen.archontou@roi-nj.com,helenarchontou@roi-nj.com,harchontou@roi-nj.com,h.archontou@roi-nj.com,helena@roi-nj.com,roi-nj.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.roi-nj.com/ | https://www.roi-nj.com/about/ | https://www.roi-nj.com/contact-us/ | https://www.roi-nj.com/2026/08/17/industry/edible-garden-wins-fresh-cut-herb-program-for-target-distribution-center-in-midwest/ | https://www.roi-nj.com/2026/08/17/real_estate_development/marcus-millichap-brokers-2-25m-sale-of-stafford-township-retail-property/ | https://www.roi-nj.com/2026/07/15/education/steve-adubato-discusses-the-keys-to-great-leadership-with-the-president-of-kean-university/ | https://www.roi-nj.com/2026/07/02/sponsored-content/steve-adubato-talks-to-the-president-of-pseg-foundation-about-corporate-responsibility/,Playwright,https://roi-nj.com,https://www.roi-nj.com/,
Rutgers Recreation Services Portal,https://services.rec.rutgers.edu/,,NJ,College / University,tennis; basketball; volleyball; badminton; squash; racquetball,Indoor and outdoor,2,"tions-rentals/. Address. 62 Road 3. Piscataway New Jersey 08854. United ... ... rentals/. 2 courts, lighting available. Address ... New Brunswick New Jersey 08901. United States. Contact.",,,,,,,,,,,,,,,services.rec.rutgers.edu,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: mention. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://services.rec.rutgers.edu/ | https://services.rec.rutgers.edu/Account/SignIn?ReturnUrl=%2FMembership%2FIndex | https://services.rec.rutgers.edu/program | https://services.rec.rutgers.edu/Facility,Playwright,https://services.rec.rutgers.edu,https://services.rec.rutgers.edu/,
Rutgers University-Newark,https://events.newark.rutgers.edu/,,NJ,College / University,tennis; volleyball; racquetball,Indoor and outdoor,4,"ersity-Newark The Golden Dome (42 Warren St) boasts two gyms, five outdoor tennis courts, four racquetball courts, an exercise/dance studio and a 25-yard, eight-lane pool ... The Golden Dome (42 Warren S",,,,,,,,,,,,,,,events.newark.rutgers.edu,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: mention. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Third-party email removed (not on facility domain).,https://events.newark.rutgers.edu/ | https://events.newark.rutgers.edu/calendar,Playwright,https://events.newark.rutgers.edu,https://events.newark.rutgers.edu/,
Rutgers-Newark Athletics,https://rutgersnewarkathletics.com/,Newark,NJ,Athletic Center,tennis; basketball; volleyball,Indoor and outdoor,,,,,,,,(973) 353-5474,,,,,,,,,rutgersnewarkathletics.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://rutgersnewarkathletics.com/ | https://rutgersnewarkathletics.com/facilities | https://rutgersnewarkathletics.com/documents/2015/1/13/Gym_Membership_Application.pdf | https://rutgersnewarkathletics.com/staff-directory | https://rutgersnewarkathletics.com/sports/2011/10/13/GEN_1013115915.aspx,Playwright,https://rutgersnewarkathletics.com,https://rutgersnewarkathletics.com/,
Saint Peter,https://saintpeterspeacocks.com/,South Orange,NJ,Unknown,basketball; volleyball,Indoor and outdoor,,,,,Dr.,Benitez,President,(201) 761-6013,tbenitez17@saintpeters.edu,,,,,,,,saintpeters.edu,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://saintpeterspeacocks.com/ | https://saintpeterspeacocks.com/facilities | https://saintpeterspeacocks.com/staff-directory | https://saintpeterspeacocks.com/sports/2018/4/27/Athletics-and-Academics-Athletics-and-Academics.aspx | https://saintpeterspeacocks.com/socialaccounts.aspx | https://alumni2.saintpeters.edu/e/2026-william-j-john-murray-peacock-golf-outing/ | https://saintpeterspeacocks.com/news/2026/6/4/athletic-department-register-today-2026-william-j-john-pmurray-peacock-athletics-golf-outing.aspx,Playwright,https://saintpeterspeacocks.com,https://saintpeterspeacocks.com/,
Shimon and Sara Birnbaum Jewish Community Center,https://www.ssbjcc.org/,Bridgewater,NJ,YMCA / JCC,pickleball; tennis; basketball,Indoor and outdoor,,,,,,,,(908) 725-6994,,info@ssbjcc.org,,,,,,,ssbjcc.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.ssbjcc.org/ | https://www.ssbjcc.org/amilia | https://www.ssbjcc.org/sports | https://www.ssbjcc.org/family-programs | https://www.ssbjcc.org/teens | https://www.ssbjcc.org/party | https://www.ssbjcc.org/jcares-intern-program,Playwright,https://ssbjcc.org,https://www.ssbjcc.org/,
SHP Athletics,https://gopirates.shp.org/,West Orange,NJ,College / University,tennis; basketball,Indoor and outdoor,,,,,,,,,,info@shp.org,,,,,,,shp.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://gopirates.shp.org/ | https://gopirates.shp.org/inside-athletics | https://gopirates.shp.org/inside-athletics/notes-from-the-director | https://gopirates.shp.org/inside-athletics/philosophy | https://gopirates.shp.org/inside-athletics/information-for-families | https://gopirates.shp.org/inside-athletics/service | https://gopirates.shp.org/inside-athletics/ncaa-next-steps,Playwright,https://gopirates.shp.org,https://gopirates.shp.org/,
Sofive,https://www.sofive.com/,,NJ,Unknown,pickleball; basketball; volleyball,Indoor and outdoor,,,,,,,,,,,,,,,,,sofive.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.sofive.com/ | https://www.sofive.com/courts/hatfield | https://www.sofive.com/courts/alameda | https://www.sofive.com/courts/saco | https://www.sofive.com/courts/lake-nona,Playwright,https://sofive.com,https://www.sofive.com/,
Sparta Athletic Club,https://spartaathleticcampus.com/,Sparta,NJ,Fieldhouse,pickleball; tennis,Indoor and outdoor,5,"including a fully equipped fitness center with the latest cardio and strength equipment, five indoor tennis courts, a reformer pilates studio with over 25 weekly classes and multiple group fitness studios",,,,,,(973) 729-9141,,info@spartaathleticcampus.com,,,,,,,spartaathleticcampus.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://spartaathleticcampus.com/ | https://spartaathleticcampus.com/about/ | https://spartaathleticcampus.com/tennis-programs/ | https://spartaathleticcampus.com/tennis-pro-staff/ | https://spartaathleticcampus.com/tennis-court-times/ | https://spartaathleticcampus.com/fieldhouse-rentals/ | https://spartaathleticcampus.com/contact-us/,Playwright,https://spartaathleticcampus.com,https://spartaathleticcampus.com/,
"Sportime Pickleball: Pickleball, Courts, Open Play, Clinics, Leagues, Events, Parties, and More",https://sportimepickleball.com/,,NJ,Pickleball Club,pickleball; tennis; volleyball,Indoor and outdoor,70,"ourt Awaits The fastest growing sport in America is growing even faster at SPORTIME, with 70 pickleball courts, indoor and outdoor, including dedicated courts and hybrid tennis/pickleball courts, avai",12000,"face tennis courts, eight outdoor soft-surface tennis courts, hybrid pickleball courts, a 12,000 square foot indoor turf-sports center, a fully-equipped fitness center and our popular Eager Explorer",Marni,Rose,General Manager,,,,marni@sportimepickleball.com,marni.rose@sportimepickleball.com,marnirose@sportimepickleball.com,mrose@sportimepickleball.com,m.rose@sportimepickleball.com,marnir@sportimepickleball.com,sportimepickleball.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: mention. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://sportimepickleball.com/ | https://sportimepickleball.com/Explore/pbCourts | https://sportimepickleball.com/explore/social | https://sportimepickleball.com/explore/pbjunior | https://sportimepickleball.com/Locations | https://sportimepickleball.com/Staff,Playwright,https://sportimepickleball.com,https://sportimepickleball.com/,
Sportime VBC,https://sportimevbc.com/,Atlantic City,NJ,College / University,tennis; volleyball,Indoor and outdoor,,,,,Jose,Brito,Club Director,(516) 731-4432,,,jose@sportimevbc.com,jose.brito@sportimevbc.com,josebrito@sportimevbc.com,jbrito@sportimevbc.com,j.brito@sportimevbc.com,joseb@sportimevbc.com,sportimevbc.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://sportimevbc.com/ | https://sportimevbc.com/Explore/Girls | https://sportimevbc.com/Explore/boys | https://sportimevbc.com/Programs | https://sportimevbc.com/About | https://sportimevbc.com/Staff,Playwright,https://sportimevbc.com,https://sportimevbc.com/,
